case,pv01,dv01_01,dv01_02,pv04_01,pv27,pv05,pv06_01,pv07_01,pv32_01,pv09,pv09_01,pv09_02,sd37,sd37_01,sd37_02,pv10,pv31,pv26,pv17,pv24,pv30,pv11_01,pv12,pv13_01,pv35,pv34,pv28,sd01,sd25_01,sd09_01,sd10,sd10_09,sd12,sd12_01,sd12_02,sd12_03,sd12_04,sd12_05,sd12_06,sd12_07,sd12_08,sd12_09,sd12_14,sd12_13,sd12_13a,sd14,sd14_10,sd17_01,sd40_01,sd21,sd21_10,sd30,sd50,sd50_01,sd50_02,sd47,sd47_01,sd47_02,sd45,sd45_01,sd45_02,sd36,sd36_01,sd36_02,sd52,sd52_01,sd52_02,sd49,sd49_01,sd49_02,sd44,sd44_01,sd44_02,sd41_16_cn,sd41_16_1,sd41_16_2,sd41_16_3,sd41_16_4,sd41_16_5,sd41_17_cn,sd41_17_1,sd41_17_2,sd41_17_3,sd41_17_4,sd41_17_5,sd41_12_cn,sd41_12_1,sd41_12_2,sd41_12_3,sd41_12_4,sd41_12_5,sd41_13_cn,sd41_13_1,sd41_13_2,sd41_13_3,sd41_13_4,sd41_13_5,sd41_07_cn,sd41_07_1,sd41_07_2,sd41_07_3,sd41_07_4,sd41_07_5,sd41_18_cn,sd41_18_1,sd41_18_2,sd41_18_3,sd41_18_4,sd41_18_5,sd41_15_cn,sd41_15_1,sd41_15_2,sd41_15_3,sd41_15_4,sd41_15_5,sd41_06_cn,sd41_06_1,sd41_06_2,sd41_06_3,sd41_06_4,sd41_06_5,sd41_11_cn,sd41_11_1,sd41_11_2,sd41_11_3,sd41_11_4,sd41_11_5,sd41_04_cn,sd41_04_1,sd41_04_2,sd41_04_3,sd41_04_4,sd41_04_5,sd41_03_cn,sd41_03_1,sd41_03_2,sd41_03_3,sd41_03_4,sd41_03_5,sd41_05_cn,sd41_05_1,sd41_05_2,sd41_05_3,sd41_05_4,sd41_05_5,sd41_10_cn,sd41_10_1,sd41_10_2,sd41_10_3,sd41_10_4,sd41_10_5,sd41_09_cn,sd41_09_1,sd41_09_2,sd41_09_3,sd41_09_4,sd41_09_5,sd43_16_cn,sd43_16_1,sd43_16_2,sd43_16_3,sd43_17_cn,sd43_17_1,sd43_17_2,sd43_17_3,sd43_12_cn,sd43_12_1,sd43_12_2,sd43_12_3,sd43_13_cn,sd43_13_1,sd43_13_2,sd43_13_3,sd43_07_cn,sd43_07_1,sd43_07_2,sd43_07_3,sd43_18_cn,sd43_18_1,sd43_18_2,sd43_18_3,sd43_15_cn,sd43_15_1,sd43_15_2,sd43_15_3,sd43_06_cn,sd43_06_1,sd43_06_2,sd43_06_3,sd43_11_cn,sd43_11_1,sd43_11_2,sd43_11_3,sd43_04_cn,sd43_04_1,sd43_04_2,sd43_04_3,sd43_03_cn,sd43_03_1,sd43_03_2,sd43_03_3,sd43_05_cn,sd43_05_1,sd43_05_2,sd43_05_3,sd43_10_cn,sd43_10_1,sd43_10_2,sd43_10_3,sd43_09_cn,sd43_09_1,sd43_09_2,sd43_09_3,sd39,sd38,sd51,sd48,sd46,sd54_01,ta02,ta03_count,ta03_1,ta03_2,ta03_3,ta03_4,ta03_5,ta03_6,ta03_7,ta03_8,ta03_9,ta03_10,ta03_11,ta03_12,ta03_13,ta03_14,ta03_15,ta03_16,ta03_17,ta03_18,ta03_19,ta03_20,ta03_21,ta03_22,ta03_23,ta03_24,ta04_count,ta04_1,ta04_2,ta04_3,ta04_4,ta04_5,ta04_6,ta04_7,ta04_8,ta04_9,ta04_10,ta04_11,ta04_12,ta04_13,ta04_14,ta04_15,ta04_16,ta04_17,ta04_18,ta04_19,ta04_20,ta04_21,ta04_22,ta04_23,ta04_24,ta05_01,ta06_01,ta07_01,ta08_01,ta09_01,age,protrans_att,protrans_attex,pronuke_att,num_charg,sizeclas,school,isced11,nuts2,nuts3,flatsize,hh_size,num_chld,hh_inc,size_pp,pv_year,fit,pv_pow,pv_cost,pv_gen23,pv_fin23,pv_fin23eur,pv_gen22,pv_fin22,pv_fin22eur,pv_purc,pv_purceur,pvfi_23,pvfi_22,no_purc,no_purceur,elcpur23_pv,elcpur23_non,elcpur23,pvsc_23,pvsc_22,raus,outlier,filter,tv,dish,wash,dryer,pc,oven,freezer,heater,ebike,ecar,aircon,sauna,pool,fridge,,ta08_01_korr
5015,1,9,10,22,4,23,3000,22, ,1,22, ,1,220, ,1,2,1,8,8,10,220,13,2200,4, ,1,1,1979,   80992,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,87000,225,5, ,3,1,22, , , , , , , ,1,22, ,1,22, , , , , , , ,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,2,22,89,12,44,3,"2,69230769230769","2,5",7,22,5,7,80,809,225,5,3,87000,45,2021,"7,53",22,3000,22,22, , , , ,220, ,22, , , ,220, ,220,0, ,0, , ,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,88
5038,1,5,4,"9,9",5,24,28000,9067,9245,1,5029, ,1,1522, ,1,1,3,6,9,5,"9,9",14,15000,3,5,1,1,1990,   26388,7, ,1,1,1,1,2,1,1,1,1,1,1,1, ,4, ,6500,240,3, ,1,1,3000, , , , ,1,744, , , , ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,4,25,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,50,31,20,33,4,"4,15384615384615","4,5",3,9,3,4,26,263,240,3,1,6500,80,2022,"7,23","9,9",28000,9067,5029, ,9245,5796, ,1522, ,5029,5796, , ,1522, ,1522,4038,3449,0, , ,2,2,2,2,2,2,2,1,1,2,1,1,1,2,,30
5157,1,8,10,"1,25",4,22,30000,1200,500,2, ,",09",1,500, ,1,1,2,10,20,8,5000,12,2000,4,4,1,2,1988,   66111,7, ,2,1,2,2,1,1,1,1,1,1,1,1, ,4, ,9000,140,3, ,1,1,5000, , , , ,1,500, ,1,500, ,1,4000, , , , ,1,1000, ,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, ,1,8,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5000,49,10,35,3,3,"2,5",4,1,3,3,66,661,140,3,1,9000,"46,6666666666667",2020,"9,1","1,25",30000,1200, , ,500,1000, ,500, , ,1000, , ,500, ,500, ,-500,0, , ,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,48
5288,1,7,7,5200,3,15,9000,4800, ,2, ,550,1,5500, ,2,2,3, ,8,2, , , ,3, , ,2,1964,   89346,4, ,1,1,1,2,1,1,1,1,1,1,1,1, ,6, ,7500,130,2, ,0,1,4500, , , , , , , , , , ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,10,22,12,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,5,20,13,50,59,"1,8","1,84615384615385","2,5",18,5200,2,3,89,893,130,2, ,7500,65,2013,"15,29","5,2",9000,4800, ,550, , , ,5500, ,"3597,12230215827", , , ,5500, ,5500,"1202,87769784173", ,0, , ,2,2,2,2,2,2,2,1,1,2,1,1,1,2,,12
5321,1,9,6,6,5,25,25000,4725, ,1,2880, ,1,810, ,1,2,3,20,20,12,6,15,8000,4, ,1,2,1962,   63857,7, ,3,1,1,2,2,1,1,2,1,1,1,1, ,4, ,5000,145,2, ,0,1,2200, , , , , , , , , , ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,6,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,8,56,41,0,61,"4,3","4,23076923076923",5,6,6,4,6,63,638,145,2, ,5000,"72,5",2023,"8,2",6,25000,4725,2880, , , , ,810, ,2880, , , ,810, ,810,1845, ,0, , ,2,2,2,2,2,2,2,1,2,2,1,1,1,2,,40
5358,1,9,10,50,4,23,500,50,500,1,500, ,1,500, ,1,1,3,8,10,16,100,10,50,2,4,1,1,1988,   39114,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,6, ,150000,80,2, ,0,1,250, , , , ,1,500, ,1,500, ,1,100, , , , ,1,500, ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, ,1,8,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,50,39,10,35,"2,9","2,84615384615385",3,2,50,5,7,39,391,80,2, ,150000,40,2021,"7,53",50,500,50,500, ,500,500, ,500, ,500,500, , ,500, ,500,-450,0,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,38
5385,1,6,6,24,3,25,60000,4000, ,1,2000, ,1,5000, ,1,2,2,9,14,6,11,15,20000,3, ,1,1,1993,   37412,7, ,2,1,1,2,1,1,1,1,2,1,1,1, ,4, ,4500,200,2, ,0,1,2000, , , , , , , ,1,2500, ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, , ,6,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,20,1,0,30,"3,1","3,07692307692308",3,5,24,5,7,37,374,200,2, ,4500,100,2023,"8,2",24,60000,4000,2000, , , , ,5000, ,2000, , , ,5000, ,5000,2000, ,0, , ,2,2,2,1,2,2,1,1,1,2,1,1,1,2,,0
5429,1,7,7,750,3,25,3300,1200, ,1,1200, ,1,3000, ,1,2,3,10,10,5,"2,1",15,2000,3, ,1,2,1958,   51647,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,4500,150,2, ,0,1,3500, , , , , , , , , , ,1,500, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,9,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,50,51,25,65,"2,1","1,92307692307692","1,5",1,750,5,7,51,516,150,2, ,4500,75,2023,"8,2",",75",3300,1200,1200, , , , ,3000, ,1200, , , ,3000, ,3000,0, ,0, , ,2,2,2,1,2,2,2,1,1,2,1,2,1,2,,50
5453,1,4,3,"15,2",5,24,30000,16886, ,1,11883, ,1,809, ,1,2,3,10,10,2,10,14,0,4, ,1,2,1978,     851,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,6500,150,4, ,2,1,4500, , , , , , , , , , ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,6,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,",5",14,51,50,45,"3,3","3,15384615384615",3,4,15,5,7,85,851,150,4,2,6500,"37,5",2022,"7,23","15,2",30000,16886,11883, , , , ,809, ,11883, , , ,809, ,809,5003, ,0, , ,2,2,2,2,2,2,2,1,2,2,1,1,1,2,,50
5456,1,7,4,"12,45",5,25,30000,5360, ,1,2470, ,1,1090, ,1,2,3,21,22,6,15,15,12000,5, ,1,2,1980,   88719,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,120000,220,3, ,0,1,8000, , , , , , , , , , ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,22,12,51,0,43,"2,4","2,30769230769231","2,5",8,12,5,7,88,887,220,3, ,120000,"73,3333333333333",2023,"8,2","12,45",30000,5360,2470, , , , ,1090, ,2470, , , ,1090, ,1090,2890, ,0, , ,2,2,2,2,2,2,2,1,2,2,1,1,1,2,,50
5528,1,6,6,"7,7",4,25,21000,1780, ,1,707, ,1,3015, ,1,2,3,14,2,15,5,15,7000,4, ,1,2,1969,   19077,5, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,4400,105,2, ,0,1,2400, , , , , , , , , , ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,2,3,8,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,8,71,41,10,54,4,"4,15384615384615","3,5",6,7,2,3,19,190,105,2, ,4400,"52,5",2023,"8,2","7,7",21000,1780,707, , , , ,3015, ,707, , , ,3015, ,3015,1073, ,0, , ,2,2,2,2,2,2,2,1,1,2,1,1,1,2,,40
5600,1,7,11,5,3,22,1250,4689, ,1,2689, ,1,3000, ,1,2,2,5,5,2,15,14,5000,3, ,2,2,1999,   92318,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,6, ,8000,250,4, ,2,1,4680, , , , , , , ,1,6710, ,1,3670, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, , ,10,6,6,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,70,36,70,24,3,"2,92307692307692","2,5",9,5,5,7,92,923,250,4,2,8000,"62,5",2020,"9,1",5,1250,4689,2689, , , , ,3000, ,2689, , , ,3000, ,3000,2000, ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,35
5603,1,11,11,",6",3,25,500,199, ,1,90, ,1,1000, ,2,2,3, ,10,1, , , ,3, , ,2,1991,   67549,7, ,1,1,1,1,1,1,1,2,1,1,1,1, ,4, ,4500,85,3, ,1,1,1250, , , , , , , , , , ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,6,23,8,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,8,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,10,100,31,30,32,"2,8","2,61538461538462",2,1,0,4,6,67,675,85,3,1,4500,"28,3333333333333",2023,"8,2",",6",500,199,90, , , , ,1000, ,90, , , ,1000, ,1000,109, ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,30
5606,1,3,4,16,4,24,25000,9500, ,1,8500, ,1,1000, ,1,2,3,15,14,4,10,14,9000,4, ,1,2,1969,   74423,4, ,1,1,1,1,2,1,1,1,1,1,1,1, ,4, ,70000,200,3, ,0,1,4500, , , , , , , , , , ,2, ,0, , , , , , ,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,2,1,2,1,1,0,1,1,1,1,1,2,2,1,2,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,7,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,32,1,150,54,"2,9","2,84615384615385",2,5,16,2,4,74,744,200,3, ,70000,"66,6666666666667",2022,"7,23",16,25000,9500,8500, , , , ,1000, ,8500, , , ,1000, ,1000,1000, ,0, , ,2,2,2,2,2,2,2,1,1,2,1,2,1,2,,0
5670,1,4,2,"17,8",4,16,32000,11500, ,2, ,",14",1,130, ,1,2,2,16,18,4,5,6,8700,2, ,1,2,1983,   41334,7, ,1,1,1,1,1,1,1,2,1,1,1,1, ,4, ,3680,152,2, ,0,1,2800, , , , , , , ,1,3240, ,1,2900, , , , , , , ,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,3,100,21,60,40,"2,5","2,46153846153846","1,5",4,17,4,6,41,413,152,2, ,3680,76,2014,"13,02","17,8",32000,11500, , , , , ,130, , , , , ,130, ,130, , ,0, , ,2,2,2,2,2,2,2,1,1,2,1,1,1,2,,20
5706,1,9,9,10,3,24,14500,3150, ,1,0, ,1,1450, ,1,2,3,6,7,3,25,14,4500,3, ,1,2,1979,   25588,6, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,4500,115,4, ,1,1,1850, , , , , , , ,1,1560, ,1,1450, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, , ,9,22,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,0,74,81,25,44,"2,7","2,76923076923077",2,18,10,5,7,25,255,115,4,1,4500,"28,75",2022,"7,23",10,14500,3150,0, , , , ,1450, ,0, , , ,1450, ,1450,3150, ,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,80
5725,1,6,4,",6",4,24,1100,555, ,2, ,0,1,3800, ,2,2,3, ,4,3, , , ,4, , ,2,1971,   24980,6, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,3600,110,2, ,0,1,4500, , , , , , , , , , ,1,0, , , , , , , ,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,0,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,4,4,14,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"1,1",2,58,55,10,52,4,"4,07692307692308",5,7,0,2,3,24,249,110,2, ,3600,55,2022,"7,23",",6",1100,555, ,0, , , ,3800, ,0, , , ,3800, ,3800,555, ,0, , ,2,2,2,2,2,2,2,1,2,2,1,1,1,2,,54
5749,1,11,11, ,5,23,300,500,1500,1,800, ,1,1000, ,1,1,1,3,3,1,"2,3",13,800,5,5,1,2,1993,   54587,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,5, ,6000,150,4, ,2,1,1000, , , , ,1,500, ,1,1000, ,1,500, , , , ,1,500, ,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, ,1,11,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,60,101,100,30,3,"2,53846153846154",3,4, ,5,7,54,545,150,4,2,6000,"37,5",2021,"7,53", ,300,500,800, ,1500,2000, ,1000, ,800,2000, , ,1000, ,1000,-300,-500,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,100
